,Hotel_Name,Price,Room_type,Location,City,No. of Reviews,Rating,Distance from centre (km),Breakfast,Cancellation
236,Shree sapt sagar home stay,1445,Quadruple Room,Indore,Indore,2,5.5,51.0,Not included,No Free cancellation
237,The Sloppy House,20448,Three-Bedroom Villa,Indore,Indore,0,7.0306546644844525,12.0,Breakfast included,No Free cancellation
238,Ashta Lakshmi Tourist Home Stay,1758,Deluxe Family Room,Indore,Indore,70,8.5,3.0,Not included,No Free cancellation
239,RL Dormitory,798,Single Bed in Dormitory Room,Indore,Indore,3,8.3,1.2,Not included,Free cancellation
240,Hotel royal Ashoka,1620,Double Room,Indore,Indore,1,1.0,45.0,Not included,No Free cancellation
241,New Hotel Tara By Glitz Hotels,1531,Double Room,"Western Suburbs, Mumbai",Mumbai,3,10.0,3.8,Not included,No Free cancellation
242,JW Marriott Mumbai Juhu,18000,"Guest room, 2 Twins, City view                  ","Juhu, Mumbai",Mumbai,0,8.5,6.1,Not included,No Free cancellation
243,Treebo Palm Olive,3802,Deluxe Double Room,"Santacruz, Mumbai",Mumbai,4,7.3,1.1,Breakfast included,No Free cancellation
244,HOTEL V.G,1267,Deluxe Room,"Western Suburbs, Mumbai",Mumbai,374,7.2,2.9,Not included,Free cancellation
245,Aster Hotel Near Mumbai Airport,1247,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,419,7.7,3.2,Breakfast included,No Free cancellation
246,HOTEL SHAHI Terminal-2,1619,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,30,7.4,3.1,Breakfast included,No Free cancellation
247,Hotel Bawa International,9750,Executive Room,"Western Suburbs, Mumbai",Mumbai,949,7.2,3.4,Breakfast included,No Free cancellation
248,Hotel Arts International,3463,Double Room,"Santacruz, Mumbai",Mumbai,574,7.5,4.5,Not included,No Free cancellation
249,FabHotel Vertigo Suites - Nr BKC,2658,Deluxe Room,"Bandra Kurla Complex, Mumbai",Mumbai,53,7.1,50.0,Not included,No Free cancellation
250,FabHotel Elvis Inn - Nr Mumbai International Airport,2658,Deluxe Room,"Powai, Mumbai",Mumbai,18,8.2,4.4,Not included,No Free cancellation
251,Treebo Premium Heritage Grand -Majiwada Thane,3866,Standard Double Room,Mumbai,Mumbai,28,7.5,20.0,Breakfast included,No Free cancellation
252,"Adiva Residency Beacon, Grant Road, Mumbai",5951,Deluxe Room,"South Mumbai, Mumbai",Mumbai,423,7.8,14.0,Not included,No Free cancellation
253,FabHotel Amour - Nr Mumbai International Airport,2631,Executive Triple Room,"Western Suburbs, Mumbai",Mumbai,841,7.5,3.2,Not included,No Free cancellation
254,Hotel BENTLY Terminal-2,1548,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,628,7.2,3.0,Not included,Free cancellation
255,FabExpress Green View - Powai Lake,1752,Deluxe Room,"Western Suburbs, Mumbai",Mumbai,35,6.9,7.5,Not included,No Free cancellation
256,Taj Santacruz,15500,Luxury Room Facade View with Bathtub,Mumbai,Mumbai,0,8.8,3.1,Not included,No Free cancellation
257,Hotel Embassy Grand Near US Embassy BKC Mumbai,1350,Deluxe Double Room,"Bandra Kurla Complex, Mumbai",Mumbai,141,7.2,45.0,Not included,No Free cancellation
258,President - IHCL SeleQtions,15250,Superior Room City View Queen Bed,"South Mumbai, Mumbai",Mumbai,0,8.2,19.0,Not included,No Free cancellation
259,Hotel Omega,2000,Deluxe Room,"Central, Mumbai",Mumbai,2,7.0,4.2,Not included,Free cancellation
260,The Resort,8509,"Premium Beach View, Balcony","Western Suburbs, Mumbai",Mumbai,943,7.8,13.0,Breakfast included,No Free cancellation
261,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",18500,King Room with Skyline View,"South Mumbai, Mumbai",Mumbai,0,8.7,9.6,Breakfast included,No Free cancellation
262,Niranta Transit Hotel Terminal 2 Arrivals/Landside,11376,Comfort Queen Room,"Andheri, Mumbai",Mumbai,0,7.3,2.5,Not included,No Free cancellation
263,Hotel Grace Galaxy,4320,Compact Room,"Bandra, Mumbai",Mumbai,650,5.6,4.6,Not included,No Free cancellation
264,FabHotel The Adore Palace - Nr Mumbai International Airport,1703,Deluxe Room,"Western Suburbs, Mumbai",Mumbai,81,6.9,2.4,Not included,No Free cancellation
265,FabExpress Embassy Suites - Nr BKC,2271,Deluxe Room,"Central Suburbs, Mumbai",Mumbai,150,6.2,2.2,Not included,No Free cancellation
266,Hotel O Blue Sea,990,Standard Double Room,"Western Suburbs, Mumbai",Mumbai,91,3.1,2.9,Not included,Free cancellation
267,Hotel Aspen,1250,Deluxe Room,"Western Suburbs, Mumbai",Mumbai,74,7.6,3.0,Not included,Free cancellation
268,Hotel Mumbai House Mindspace Malad,9200,Deluxe Double or Twin Room,"Western Suburbs, Mumbai",Mumbai,8,7.9,12.0,Not included,No Free cancellation
269,"Aurika, Mumbai International Airport",16472,Deluxe Twin Room,"Western Suburbs, Mumbai",Mumbai,330,8.4,3.4,Not included,No Free cancellation
270,Aflon Hotel,2564,Deluxe Triple Room,"Western Suburbs, Mumbai",Mumbai,27,5.9,4.9,Not included,No Free cancellation
271,"Hotel Suncity Apollo, Colaba",5500,Standard Double or Twin Room,"Colaba, Mumbai",Mumbai,502,6.6,17.0,Breakfast included,No Free cancellation
272,FabHotel Axis International - Nr Mumbai International Airport,4114,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,674,7.4,4.2,Not included,No Free cancellation
273,FabHotel Neelkamal - Chembur,3865,Deluxe Room,"Central Suburbs, Mumbai",Mumbai,30,7.2,2.8,Not included,No Free cancellation
274,FabExpress Jayshree - Nr Mumbai International Airport,2950,Deluxe Room,"Western Suburbs, Mumbai",Mumbai,143,5.0,3.5,Not included,No Free cancellation
275,Hotel Arton Regency Near Terminal 2 Airport,1456,Double Room,"Western Suburbs, Mumbai",Mumbai,203,5.9,2.7,Not included,No Free cancellation
276,FabHotel Shubhangan - Nr Bandra,3972,Deluxe Room,"Khar, Mumbai",Mumbai,122,6.0,5.4,Not included,No Free cancellation
277,Hotel New Blue Sapphire Residency,1800,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,505,7.6,2.5,Not included,No Free cancellation
278,FabExpress Orange Suites - Nr Mumbai International Airport,2596,Deluxe Room,"Santacruz, Mumbai",Mumbai,242,7.0,3.1,Not included,No Free cancellation
279,Hotel Magnet TERMINAL-2,1899,[Sanitized] Standard Double or Twin Room,"Western Suburbs, Mumbai",Mumbai,169,7.4,3.2,Breakfast included,Free cancellation
280,Hotel Sun City - Near Saifee Hospital And H N Reliance Hospital,2799,Deluxe Double Room - 10% discount on food and soft beverage,"South Mumbai, Mumbai",Mumbai,516,5.6,14.0,Breakfast included,Free cancellation
281,Hotel O S K Palace,1342,Standard Double Room,"Central Suburbs, Mumbai",Mumbai,6,3.2,3.9,Not included,Free cancellation
282,Hotel Powai Inn Glitz Hotels,1687,Deluxe Queen Room,"Powai, Mumbai",Mumbai,13,7.3,5.3,Not included,No Free cancellation
283,Smooth Checkin By Edition Blue,3199,Large Double Room,"South Mumbai, Mumbai",Mumbai,30,7.3,14.0,Breakfast included,Free cancellation
284,"Holiday Inn Mumbai International Airport, an IHG Hotel",14184,Standard King Room,"Western Suburbs, Mumbai",Mumbai,0,8.0,3.2,Not included,Free cancellation
285,Hotel Happyland,2448,Standard Double Room,"Dadar, Mumbai",Mumbai,260,3.8,7.5,Not included,No Free cancellation
286,Ginger Mumbai Airport,11499,Luxe Queen Room ,"Western Suburbs, Mumbai",Mumbai,720,7.6,3.5,Not included,No Free cancellation
287,Fairfield by Marriott Mumbai International Airport,14999,Deluxe Queen Room with Garden View,"Western Suburbs, Mumbai",Mumbai,0,8.1,2.6,Not included,No Free cancellation
288,Hotel Akasa Inn Near T2 International Airport Mumbai,2000,Double Room,"Western Suburbs, Mumbai",Mumbai,194,7.9,3.6,Not included,No Free cancellation
289,Hotel Marine Plaza,16081,Executive Suite - 2 Single Beds,"Churchgate, Mumbai",Mumbai,611,7.7,17.0,Not included,No Free cancellation
290,Arnna Hotel - Goregaon,9998,Superior Room with Free Airport Drop,"Western Suburbs, Mumbai",Mumbai,499,7.8,9.1,Breakfast included,No Free cancellation
291,FabExpress Alive - Nr Juhu Beach,2838,Deluxe Room,"Western Suburbs, Mumbai",Mumbai,49,6.3,6.0,Not included,No Free cancellation
292,Hotel Wellingten,2000,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,10,7.2,3.0,Not included,No Free cancellation
293,The Mirador Andheri East,12500,Club Myra Room,"Western Suburbs, Mumbai",Mumbai,288,7.5,4.5,Not included,No Free cancellation
294,Hotel Aroma- Dadar,2775,Deluxe Double Room,"Dadar, Mumbai",Mumbai,115,5.1,7.7,Not included,Free cancellation
295,Abode Bombay,14400,4th Floor Suite Room with Bathtub,"Colaba, Mumbai",Mumbai,0,8.7,17.0,Breakfast included,No Free cancellation
296,White House by Maxxvalue Service Apartments Bandra,6750,Superior Twin Room,"Bandra, Mumbai",Mumbai,131,7.8,4.8,Not included,No Free cancellation
297,Taj Lands End,19648,Deluxe Room King Bed,"Bandra, Mumbai",Mumbai,0,8.6,7.1,Not included,No Free cancellation
298,Hotel Classio Andheri - Near DN Nagar Metro Station,3713,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,74,7.7,7.8,Not included,Free cancellation
299,Royal Hometel Suites,6300,Deluxe Twin Room,Mumbai,Mumbai,870,7.6,20.0,Not included,No Free cancellation
300,Hotel BKC Anex Near Bandra Kurla Complex,1679,Budget Double Room,"Bandra Kurla Complex, Mumbai",Mumbai,122,7.6,0.5,Not included,No Free cancellation
301,Hotel O Divine Fine Dine Lodging And Boarding,1127,Standard Double Room,Mumbai,Mumbai,7,5.6,34.0,Not included,Free cancellation
302,7even Hills- International Airport By Glitz Hotels,2700,Standard Double Room,"Western Suburbs, Mumbai",Mumbai,32,7.0,2.7,Not included,No Free cancellation
303,FabHotel Grand Heritage - Nr BKC,2052,Deluxe Room,"Bandra Kurla Complex, Mumbai",Mumbai,837,6.7,10.0,Not included,No Free cancellation
304,Meluha - The Fern,15913,Hazel Suite,"Powai, Mumbai",Mumbai,379,7.9,5.8,Not included,No Free cancellation
305,Treebo Premium Savera Inn,5582,Standard Double Room,"Western Suburbs, Mumbai",Mumbai,103,7.9,14.0,Breakfast included,No Free cancellation
306,New Prakash International,3149,Queen Room,"Western Suburbs, Mumbai",Mumbai,164,7.9,2.6,Not included,No Free cancellation
307,The Leela Mumbai,17000,Deluxe Room with 1+1 Happy hours are from 5pm to 7pm at 6 degrees on selected brands,"Western Suburbs, Mumbai",Mumbai,0,8.7,3.7,Breakfast included,No Free cancellation
308,Svenska Design Hotel,6999,Superior Room,"Western Suburbs, Mumbai",Mumbai,276,7.1,8.5,Not included,No Free cancellation
309,FabHotel Ascot International II - Nr Mumbai International Airport,2658,Deluxe Room,"Western Suburbs, Mumbai",Mumbai,354,7.2,2.9,Not included,No Free cancellation
310,Grand Residency Hotel & Serviced Apartments,14999,One-Bedroom Apartment,"Bandra, Mumbai",Mumbai,430,7.4,5.0,Breakfast included,No Free cancellation
311,Esquire Hotel Near BKC Mumbai,2993,Deluxe Twin Room,"Central Suburbs, Mumbai",Mumbai,24,6.3,2.7,Not included,No Free cancellation
312,Hotel Suba Galaxy Mumbai,10231,Deluxe Double or Twin Room with 10% off on laundry and ala carte & complimentary drivers accommodation,"Western Suburbs, Mumbai",Mumbai,605,8.0,5.0,Not included,No Free cancellation
313,Hotel Icon International Airport Mumbai,2200,Standard Double Room,"Western Suburbs, Mumbai",Mumbai,143,7.3,3.1,Not included,No Free cancellation
314,Hotel Crystal Luxury Inn- Bandra,2800,Deluxe Room,"Bandra, Mumbai",Mumbai,143,5.3,5.1,Not included,No Free cancellation
315,Super Collection O Ville Parle,2079,Classic Triple Room,"Western Suburbs, Mumbai",Mumbai,25,6.9,4.1,Not included,No Free cancellation
316,Sofitel Mumbai BKC,18400,Luxury King Room,"Bandra, Mumbai",Mumbai,0,8.2,1.3,Not included,No Free cancellation
317,FabExpress Good Luck Residency - Nr NESCO Exhibition Center,3626,Family Room,"Western Suburbs, Mumbai",Mumbai,34,7.7,7.8,Not included,No Free cancellation
318,Hotel Grandeur-Near Mumbai International Airport,1999,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,383,5.5,2.8,Breakfast included,No Free cancellation
319,Hotel Lavender - Hotel in Andheri East,1160,Deluxe Room,"Western Suburbs, Mumbai",Mumbai,1,7.0,4.9,Breakfast included,Free cancellation
320,Regal Enclave,7280,Deluxe Double or Twin Room,"Khar, Mumbai",Mumbai,73,7.0,4.2,Not included,No Free cancellation
321,ibis Mumbai Airport - An Accor Brand,12500,Standard Queen Room,"Western Suburbs, Mumbai",Mumbai,0,6.4,3.4,Not included,Free cancellation
322,Krishna Palace Hotel,7450,Deluxe Twin Room,"South Mumbai, Mumbai",Mumbai,484,7.9,14.0,Not included,No Free cancellation
323,"The Taj Mahal Palace, Mumbai",36000,Luxury Room Palace wing,"Colaba, Mumbai",Mumbai,0,9.1,17.0,Not included,No Free cancellation
324,"Hotel Samrat, Mumbai",3188,Deluxe Room,"Khar, Mumbai",Mumbai,11,6.8,4.0,Not included,Free cancellation
325,Hotel VRC,1480,Double Room,"South Mumbai, Mumbai",Mumbai,9,6.2,14.0,Breakfast included,No Free cancellation
326,The Sahil Hotel,9000,Deluxe Room King Bed,"South Mumbai, Mumbai",Mumbai,527,7.9,13.0,Breakfast included,No Free cancellation
327,FabExpress Amber Corp Inn - Nr NESCO Exhibition Center,5075,Executive Triple Room,"Western Suburbs, Mumbai",Mumbai,111,6.9,7.5,Not included,No Free cancellation
328,GATEWAY STAR HOTEL,2100,Deluxe Room,"Western Suburbs, Mumbai",Mumbai,89,6.4,2.8,Not included,Free cancellation
329,FabHotel 7 Square - Nr BKC,2952,Deluxe Room,"Santacruz, Mumbai",Mumbai,23,6.6,1.1,Not included,No Free cancellation
330,Hotel Beverly Palace Santacruz - Near BKC - Mumbai Airport T1,4860,Deluxe Room,"Santacruz, Mumbai",Mumbai,86,7.4,1.6,Not included,Free cancellation
331,"Hotel Causeway, Colaba",4200,Deluxe Double or Twin Room,"Colaba, Mumbai",Mumbai,475,7.2,17.0,Not included,No Free cancellation
332,Astha Powai Service Apartment,2104,Standard Double Room with Shared Bathroom,"Powai, Mumbai",Mumbai,5,6.4,4.7,Not included,No Free cancellation
333,Treebo Cruz Royale Santacruz West,3165,Standard Double Room,"Santacruz, Mumbai",Mumbai,265,5.6,4.3,Breakfast included,No Free cancellation
334,Hotel Blue Wellington - Near Mumbai Airport,1890,Double Room,"Powai, Mumbai",Mumbai,47,6.0,3.7,Not included,No Free cancellation
335,Hotel Kohinoor Elite near BKC,13350,Elite Room,"Central Suburbs, Mumbai",Mumbai,533,7.7,1.0,All meals included,No Free cancellation
336,Accord Hotel,4781,Deluxe Double or Twin Room,"Santacruz, Mumbai",Mumbai,107,6.4,3.6,Breakfast included,No Free cancellation
337,Hotel Suba International Sahar Road Mumbai,12767,Deluxe Room (10% discount on Laundry),"Western Suburbs, Mumbai",Mumbai,0,8.4,3.8,Not included,No Free cancellation
338,Hotel Mumbai International- Near T2 International Airport,3779,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,147,6.1,4.2,Not included,Free cancellation
339,Hotel Emerald Near T2 International Airport Mumbai,2159,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,606,7.0,3.1,Breakfast included,No Free cancellation
340,Hotel Arma Court,1980,Standard Double Room,"Bandra, Mumbai",Mumbai,146,5.2,4.1,Not included,No Free cancellation
341,FabHotel Well Back - Nr BKC,2270,Deluxe Room,"Central Suburbs, Mumbai",Mumbai,2,6.5,30.0,Not included,No Free cancellation
342,Apollo Guest House,3600,Budget Twin Room,"Colaba, Mumbai",Mumbai,250,8.3,17.0,Not included,No Free cancellation
343,as suite guest huse,1280,Deluxe Double Room (2 Adults + 1 Child),"Western Suburbs, Mumbai",Mumbai,1,10.0,2.9,Breakfast included,Free cancellation
344,"The Gordon House Hotel, Colaba",14925,Superior Double or Twin Room,"Colaba, Mumbai",Mumbai,631,8.3,17.0,Breakfast included,No Free cancellation
345,Hotel Ascot Inn,2200,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,27,8.7,2.9,Not included,No Free cancellation
346,Hotel Sion Fort,2080,Standard Double Room,"Central, Mumbai",Mumbai,22,7.2,3.5,Not included,No Free cancellation
347,"Hotel BKC Inn - Near Trade Center, Visa Consulate",3240,Standard Double Room,"Santacruz, Mumbai",Mumbai,125,3.9,1.0,Breakfast included,Free cancellation
348,Hotel Olten,7200,Superior Double Room,"Western Suburbs, Mumbai",Mumbai,123,6.5,5.7,Not included,Free cancellation
349,Hotel Meriton Mumbai International airport T-2,3299,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,145,6.9,3.0,Breakfast included,No Free cancellation
350,Collection O Jk Regency,1928,Standard Double Room,"Western Suburbs, Mumbai",Mumbai,2,4.0,5.8,Not included,Free cancellation
351,Theory9 Premium Service Apartments Bandra,14399,Deluxe Double Room,"Bandra, Mumbai",Mumbai,545,8.2,4.9,Not included,No Free cancellation
352,Hotel Rinza Residency,2339,Double Room,"South Mumbai, Mumbai",Mumbai,30,8.0,14.0,Breakfast included,Free cancellation
353,T24 Residency,8349,Executive Double or Twin Room,"Western Suburbs, Mumbai",Mumbai,366,7.1,3.8,Breakfast included,No Free cancellation
354,LOTUS GRAND HOTEL MUMBAI,2778,Double Room,"Western Suburbs, Mumbai",Mumbai,139,7.6,3.0,Breakfast included,Free cancellation
355,Hotel Gorrion,1640,Double Room,"Western Suburbs, Mumbai",Mumbai,68,6.5,4.8,Not included,Free cancellation
356,Hotel Highway Inn Andheri East,2700,Superior Double Room,"Western Suburbs, Mumbai",Mumbai,20,7.0,5.4,Not included,No Free cancellation
357,"ITC Maratha, a Luxury Collection Hotel, Mumbai",19000,King Room with City View,"Western Suburbs, Mumbai",Mumbai,0,8.1,3.2,Breakfast included,No Free cancellation
358,HOTEL BOSTON,2399,Deluxe Double Room,"Central Suburbs, Mumbai",Mumbai,37,7.2,2.8,Not included,Free cancellation
359,Citizen Hotel,7000,Executive Double or Twin Room,"Juhu, Mumbai",Mumbai,383,6.9,5.8,Not included,No Free cancellation
360,Landmark Asia Serviced Apartments,5000,Apartment,"Western Suburbs, Mumbai",Mumbai,1,9.0,4.6,Not included,Free cancellation
361,"Ginger Mumbai, Andheri",12499,Superior Double Room,"Western Suburbs, Mumbai",Mumbai,0,6.3,5.3,Not included,No Free cancellation
362,Hotel Girgoan Palace,2520,Deluxe Double Room,"South Mumbai, Mumbai",Mumbai,57,6.2,14.0,Not included,No Free cancellation
363,FabExpress Gulshan Grand - Nr Gateway of India,3383,Deluxe Room,"Colaba, Mumbai",Mumbai,90,7.3,18.0,Not included,No Free cancellation
364,Hotel Avenue Near T-2 International Airport Mumbai,1798,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,7,7.4,3.1,Not included,No Free cancellation
365,Hotel Malad Inn opposite Malad Railway Station,3496,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,98,7.2,12.0,Not included,No Free cancellation
366,"Z Bliss Suites, BKC",6000,Twin Room with Private External Bathroom,"Central Suburbs, Mumbai",Mumbai,49,7.9,35.0,Not included,No Free cancellation
367,FabExpress Marol Metro - Nr Mumbai International Airport,2042,Deluxe Double Room,"Western Suburbs, Mumbai",Mumbai,588,6.6,3.4,Not included,No Free cancellation
